"","ID","group","score"
"87",87,"native",269.566242002431
"88",88,"native",268.607489120407
"89",89,"native",272.945679774789
"90",90,"native",273.413581201719
"91",91,"native",271.482771345507
"92",92,"native",272.084853059852
"93",93,"native",276
"94",94,"native",270.015544314665
"95",95,"native",264.560196757895
"96",96,"native",269.914285305728
"97",97,"native",262.433007442548
"98",98,"native",268.403258149463
"99",99,"native",265.613792013308
"100",100,"native",266.192331461045
"101",101,"native",269.709565280548
"102",102,"native",269.700433161451
"103",103,"native",269.946640644534
"104",104,"native",273.429243253431
"105",105,"native",268.634255835581
"106",106,"native",269.112773591997
"107",107,"native",266.782784195037
"108",108,"native",267.934186958219
"109",109,"native",269.035945343455
"110",110,"native",267.143732912719
"111",111,"native",269.440545844555
"112",112,"native",268.737855014707
"113",113,"native",266.858124900567
"114",114,"native",271.517184920932
"115",115,"native",268.577371411023
"116",116,"native",273.588802881195
"117",117,"native",269.599265560359
"118",118,"native",267.437223967907
"119",119,"native",264.557236157957
"120",120,"native",266.811885038412
"121",121,"native",272.286975243243
"122",122,"native",269.638968701863
"123",123,"native",263.886290319502
"124",124,"native",268.064138196774
"125",125,"native",268.72070468168
"126",126,"native",267.467132700391
"127",127,"native",268.213855776861
"128",128,"native",267.849281149859
"129",129,"native",268.068868373535
"130",130,"native",271.629499281868
"131",131,"native",273.008345049622
"132",132,"native",272.147057834524
"133",133,"native",272.420913214883
"134",134,"native",269.983115640011
"135",135,"native",266.328485726527
"136",136,"native",270.033160191111
"137",137,"native",268.599422123969
"138",138,"native",270.244274471487
"139",139,"native",265.843296510256
"140",140,"native",268.656270459258
"141",141,"native",268.893364737137
"142",142,"native",270.792037986397
"143",143,"native",266.450273077741
"144",144,"native",273.545001408526
"145",145,"native",266.271766803535
"146",146,"native",264.499913960451
"147",147,"native",268.089163327117
"148",148,"native",268.931953008324
"149",149,"native",271.208939598895
"150",150,"native",268.538087766316
"151",151,"native",268.121147464505
"152",152,"native",263.034916863418
"153",153,"native",269.165871635915
"154",154,"native",270.172663117298
"155",155,"native",265.485737813303
"156",156,"native",266.432045987189
"157",157,"native",269.197272434132
"158",158,"native",265.522765502118
"159",159,"native",266.753134510999
"160",160,"native",270.810410466629
"161",161,"native",268.224279718086
"162",162,"native",265.05625837282
"163",163,"native",268.160596407034
"164",164,"native",270.726408871488
"165",165,"native",272.237120702347
"166",166,"native",266.664164735272
"167",167,"native",271.938951399555
"168",168,"native",267.814241420749
"169",169,"native",267.492328812235
"170",170,"native",273.748165946084
"171",171,"native",272.784228432585
"172",172,"native",268.878288399043
"173",173,"native",272.369614702186
"174",174,"native",268.755451923473
"175",175,"native",266.56009491517
"176",176,"native",267.554523526948
"177",177,"native",261.1415027184
"178",178,"native",265.547852450562
"179",179,"native",268.311825312519
"180",180,"native",262.296402337604
"181",181,"native",268.741789805589
"182",182,"native",268.273368061552
"183",183,"native",271.732694564894
"184",184,"native",270.767529935995
"185",185,"native",267.483186483409
"186",186,"native",264.070885675157
"187",187,"native",271.472161603609
"188",188,"native",267.472692348689
"189",189,"native",265.09542200893
"190",190,"native",266.423169272118
"191",191,"native",266.102824417314
"192",192,"native",264.100703211549
"193",193,"native",268.746197642254
"194",194,"native",271.729686833018
"195",195,"native",267.381337276501
"196",196,"native",265.981182367339
"197",197,"native",266.745391936186
"198",198,"native",268.587183607208
"199",199,"native",267.293021985383
"200",200,"native",268.728227516446
"201",201,"native",270.823294109342
"202",202,"native",267.532941289976
"203",203,"native",268.236329462037
"204",204,"native",267.048111498191
"205",205,"native",271.739487737478
"206",206,"native",270.996863415789
"207",207,"native",266.567851209222
"208",208,"native",269.229657503594
"209",209,"native",269.555743536672
"210",210,"native",267.11104739087
"211",211,"native",271.920347778841
"212",212,"native",268.921843368227
"213",213,"native",266.486598415442
"214",214,"native",265.343787654747
"215",215,"native",267.019154157995
"216",216,"native",272.529870327339
"217",217,"native",269.198754411433
"218",218,"native",266.41134884757
"219",219,"native",264.642028427694
"220",220,"native",268.866556364452
"221",221,"native",269.338246442678
"222",222,"native",267.626207226
"223",223,"native",267.890527069747
"224",224,"native",268.917039975285
"225",225,"native",265.487693107692
"226",226,"native",266.975898471229
"227",227,"native",265.792403870361
"228",228,"native",270.643021930297
"229",229,"native",266.545613492875
"230",230,"native",262.059629245871
"231",231,"native",270.202374078304
"232",232,"native",271.79305021178
"233",233,"native",265.552877582127
"234",234,"native",273.04979778427
"235",235,"native",270.90704591306
"236",236,"native",263.508060216623
"237",237,"native",265.885975746215
"238",238,"native",270.122966443461
"239",239,"native",269.347228298468
"240",240,"native",272.840015266725
"241",241,"native",270.469598013816
"242",242,"native",273.928314606804
"243",243,"native",267.176654240488
"244",244,"native",266.272860486762
"245",245,"native",270.335644487583
"246",246,"native",268.228778975301
"247",247,"native",270.114030975596
"248",248,"native",268.645675386943
"249",249,"native",267.071894567832
"250",250,"native",271.215126981408
"251",251,"native",271.191795303682
"252",252,"native",266.596862452033
"253",253,"native",271.394383969172
"254",254,"native",270.501176880345
"255",255,"native",267.333562847764
"256",256,"native",270.745586775124
"257",257,"native",267.511096666171
"258",258,"native",268.503492644602
"259",259,"native",271.55405630881
"260",260,"native",268.319307588491
"261",261,"native",259.779231607326
"262",262,"native",271.118743061258
"263",263,"native",275.276119883706
"264",264,"native",266.683312270311
"265",265,"native",268.803647959481
"266",266,"native",268.144430010574
"267",267,"native",268.010263732972
"268",268,"native",271.789734839578
"269",269,"native",267.888335437729
"270",270,"native",272.494097236177
"271",271,"native",270.425829102653
"272",272,"native",265.544747769714
"273",273,"native",266.243768812203
"274",274,"native",269.71884868539
"275",275,"native",270.001212376276
"276",276,"native",272.044923613434
"277",277,"native",269.17375431119
"278",278,"native",275.882179538124
"279",279,"native",268.103262620958
"280",280,"native",270.018531419676
"281",281,"native",274.533412028005
"282",282,"native",263.030757326601
"283",283,"native",263.11212708499
"284",284,"native",270.380088942853
"285",285,"native",269.87101923379
"286",286,"native",268.604398538796
"287",287,"native",269.753543499788
"288",288,"native",268.016912509795
"289",289,"native",267.782148304612
"290",290,"native",270.642037454808
"291",291,"native",266.858068735776
"292",292,"native",270.150959216185
"293",293,"native",266.849373025698
"294",294,"native",268.526835458354
"295",295,"native",267.511117171992
"296",296,"native",272.368864342585
"297",297,"native",268.676944986936
"298",298,"native",268.198817881609
"299",299,"native",266.032212748973
"300",300,"native",264.022702113619
"301",301,"native",265.736470949837
"302",302,"native",267.414222632069
"303",303,"native",265.187529963289
"304",304,"native",269.158357694678
"305",305,"native",262.711597514551
"306",306,"native",271.533617441425
"307",307,"native",268.158580627164
"308",308,"native",269.403798631669
"309",309,"native",268.81678730086
"310",310,"native",272.460599082649
"311",311,"native",269.421411102942
"312",312,"native",269.919634468866
"313",313,"native",263.858241204133
"314",314,"native",268.656639741034
"315",315,"native",268.834978923042
"316",316,"native",267.364315307773
"317",317,"native",269.210849197172
"318",318,"native",264.203953859923
"319",319,"native",266.799263249891
"320",320,"native",272.875403944336
"321",321,"native",272.53762098972
"322",322,"native",271.012073189323
"323",323,"native",267.942575112651
"324",324,"native",265.119277957866
"325",325,"native",267.850325538586
"326",326,"native",269.028803205716
"327",327,"native",269.276201714524
"328",328,"native",261.155353032876
"329",329,"native",269.087180301297
"330",330,"native",259.918972808969
"331",331,"native",264.713065287068
"332",332,"native",268.512532835048
"333",333,"native",266.631220885511
"334",334,"native",269.065784444167
"335",335,"native",267.274852975447
"336",336,"native",271.037707541493
"337",337,"native",269.549866400184
"338",338,"native",268.960228192676
"339",339,"native",259.856705774384
"340",340,"native",265.519377846069
"341",341,"native",272.236887739793
"342",342,"native",264.517857008172
"343",343,"native",267.684302662694
"344",344,"native",263.575672179992
"345",345,"native",268.231966704424
"346",346,"native",270.95260551619
"347",347,"native",268.773098993774
"348",348,"native",269.436146272172
"349",349,"native",270.005987866929
"350",350,"native",266.060387322788
"351",351,"native",270.724236546896
"352",352,"native",271.749818278358
"353",353,"native",266.069755617646
"354",354,"native",270.904825104559
"355",355,"native",267.789487019878
"356",356,"native",270.859383928897
"357",357,"native",269.472768437279
"358",358,"native",268.307503218799
"359",359,"native",270.16175044446
"360",360,"native",270.758293508228
"361",361,"native",275.400124301475
"362",362,"native",264.651446415015
"363",363,"native",266.20322202159
"364",364,"native",268.878120310713
"365",365,"native",270.603770760909
"366",366,"native",268.313566811555
"367",367,"native",268.593178948301
"368",368,"native",270.244607095639
"369",369,"native",271.272085174635
"370",370,"native",267.414658674511
"371",371,"native",269.373667553927
"372",372,"native",269.411786668253
"373",373,"native",270.686502104706
"374",374,"native",268.716333816289
"375",375,"native",266.852270799433
"376",376,"native",266.815037778994
"377",377,"native",266.259747437716
"378",378,"native",269.507361594918
"379",379,"native",274.241920075831
"380",380,"native",263.190146045303
"381",381,"native",265.544687164473
"382",382,"native",271.031081066651
"383",383,"native",270.279533808443
"384",384,"native",267.36857804344
"385",385,"native",268.787812638783
"386",386,"native",267.28913948427
"387",387,"native",268.103694808134
"388",388,"native",268.208747158899
"389",389,"native",269.880728087038
"390",390,"native",269.550315786714
"391",391,"native",261.344041459709
"392",392,"native",267.413712669198
"393",393,"native",261.977464529421
"394",394,"native",268.43707776616
"395",395,"native",267.15211260229
"396",396,"native",270.291177751135
"397",397,"native",270.543783124963
"398",398,"native",262.975428464814
"399",399,"native",271.691836152753
"400",400,"native",265.851446193881
"401",401,"native",266.342060963132
"402",402,"native",271.764343816617
"403",403,"native",267.66318003064
"404",404,"native",266.241287051443
"405",405,"native",273.827660668957
"406",406,"native",263.239767740507
"407",407,"native",267.40590123113
"408",408,"native",271.164325904686
"409",409,"native",267.451485853161
"410",410,"native",264.75507223395
"411",411,"native",264.944679164651
"412",412,"native",268.555291509673
"413",413,"native",269.331747273786
"414",414,"native",264.821936593099
"415",415,"native",271.909834305491
"416",416,"native",264.657936852448
"417",417,"native",270.743935404673
"418",418,"native",266.834960854413
"419",419,"native",269.9695438786
"420",420,"native",269.040547325168
"421",421,"native",261.254527968342
"422",422,"native",268.142524462734
"423",423,"native",271.049941061914
"424",424,"native",270.568414088259
"425",425,"native",273.968478662252
"426",426,"native",261.35577541701
"427",427,"native",266.264671227579
"428",428,"native",271.284532947732
"429",429,"native",269.494441197426
"430",430,"native",266.799044163261
"431",431,"native",268.938613649842
"432",432,"native",273.438217083658
"433",433,"native",271.066305250679
"434",434,"native",269.756828090154
"435",435,"native",271.365297729471
"436",436,"native",267.705096870579
"437",437,"native",267.900752084979
"438",438,"native",271.253235556068
"439",439,"native",270.973050068554
"440",440,"native",275.268335598012
"441",441,"native",269.313630049989
"442",442,"native",268.438072936842
"443",443,"native",263.092654305835
"444",444,"native",271.701514637166
"445",445,"native",267.960639386922
"446",446,"native",270.100222464172
"447",447,"native",270.15301301728
"448",448,"native",274.862914231922
"449",449,"native",273.465191764558
"450",450,"native",266.038821522111
"451",451,"native",270.585013507245
"452",452,"native",265.998571031625
"453",453,"native",267.395601760065
"454",454,"native",265.39393611343
"455",455,"native",269.657848517932
"456",456,"native",272.342305615383
"457",457,"native",272.120949335624
"458",458,"native",265.462932944713
"459",459,"native",268.49958428928
"460",460,"native",269.84028135505
"461",461,"native",271.797760556013
"462",462,"native",265.825361689003
"463",463,"native",266.735338310769
"464",464,"native",264.764221988123
"465",465,"native",266.723494213545
"466",466,"native",270.697825186782
"467",467,"native",266.551066089933
"468",468,"native",269.372405783326
"469",469,"native",271.021437562191
"470",470,"native",270.618893616751
"471",471,"native",268.821957525437
"472",472,"native",270.136942032226
"473",473,"native",266.589693893059
"474",474,"native",273.382155174735
"475",475,"native",272.528613542194
"476",476,"native",268.142990030258
"477",477,"native",274.925306381606
"478",478,"native",265.460312693082
"479",479,"native",268.449945607218
"480",480,"native",265.213560477772
"481",481,"native",270.954778000651
"482",482,"native",263.284107578841
"483",483,"native",270.015189325314
"484",484,"native",263.390854224818
"485",485,"native",265.423863507224
"486",486,"native",269.212556041893
"487",487,"native",270.143192933234
"488",488,"native",268.308618672459
"489",489,"native",266.349224686339
"490",490,"native",269.356147620945
"491",491,"native",267.651926349298
"492",492,"native",276
"493",493,"native",270.607218122317
"494",494,"native",272.806833869139
"495",495,"native",266.702027791039
"496",496,"native",268.009940684771
"497",497,"native",266.908176269354
"498",498,"native",269.169031300154
"499",499,"native",270.512152586692
"500",500,"native",270.34332054411
"501",501,"native",272.67142349107
"502",502,"native",271.417412319773
"503",503,"native",266.850823876374
"504",504,"native",273.236413700571
"505",505,"native",269.045316525582
"506",506,"native",276
"507",507,"native",267.561287085645
"508",508,"native",264.158952013236
"509",509,"native",272.80334238501
"510",510,"native",262.2412656684
"511",511,"native",270.84535476246
"512",512,"native",269.054797099306
"513",513,"native",268.342021144572
"514",514,"native",270.607190830895
"515",515,"native",271.455574227675
"516",516,"native",273.172069122292
"517",517,"native",268.735177122659
"518",518,"native",268.244946647572
"519",519,"native",273.402001388722
"520",520,"native",268.262340390165
"521",521,"native",272.444044743438
"522",522,"native",263.372936643335
"523",523,"native",266.826593694258
"524",524,"native",264.487287222624
"525",525,"native",267.711182166003
"526",526,"native",266.635224067453
"527",527,"native",273.988900117138
"528",528,"native",271.540735204461
"529",529,"native",273.737667105544
"530",530,"native",265.562699718946
"531",531,"native",265.850814371537
"532",532,"native",268.154692575738
"533",533,"native",270.142848134988
"534",534,"native",270.587493360342
"535",535,"native",264.008431016126
"536",536,"native",270.741911410334
"537",537,"native",269.718607776375
"538",538,"native",263.703017335887
"539",539,"native",267.576609406069
"540",540,"native",271.615126535981
"541",541,"native",267.303057172594
"542",542,"native",264.077042088584
"543",543,"native",273.736335232905
"544",544,"native",264.283963137494
"545",545,"native",264.670496655109
"546",1,"three_seven",270.728538339329
"547",2,"three_seven",271.089669008699
"548",3,"three_seven",264.7144343417
"549",4,"three_seven",267.648104066281
"550",5,"three_seven",274.229691864833
"551",6,"three_seven",269.444570537253
"552",7,"three_seven",268.03339185447
"553",8,"three_seven",268.62410257469
"554",9,"three_seven",272.740417615308
"555",10,"three_seven",266.625697535274
"556",11,"three_seven",269.517808583287
"557",12,"three_seven",263.013755660801
"558",13,"three_seven",270.311882201502
"559",14,"three_seven",269.347052060713
"560",15,"three_seven",270.230486415386
"561",16,"three_seven",271.428179696219
"562",17,"three_seven",267.147827796118
"563",18,"three_seven",268.428091852682
"564",19,"three_seven",269.691558018664
"565",20,"three_seven",270.862163010255
"566",21,"three_seven",265.654405321597
"567",22,"three_seven",264.75398472677
"568",23,"three_seven",270.45389232421
"569",24,"three_seven",270.890401307386
"570",25,"three_seven",270.415187143532
"571",26,"three_seven",273.356928288866
"572",27,"three_seven",266.353424604763
"573",28,"three_seven",268.057747250136
"574",29,"three_seven",268.618603046183
"575",30,"three_seven",270.644654531356
"576",31,"three_seven",265.729281679909
"577",32,"three_seven",270.878239858534
"578",33,"three_seven",266.672082323141
"579",34,"three_seven",271.894853426422
"580",35,"three_seven",273.403272067535
"581",36,"three_seven",268.451074639519
"582",37,"three_seven",269.621794859411
"583",38,"three_seven",270.260098027433
"584",39,"three_seven",275.654473112038
"585",40,"three_seven",268.542677351745
"586",41,"three_seven",272.385739918135
"587",42,"three_seven",270.701337427705
"588",43,"three_seven",269.01208219963
"589",44,"three_seven",269.478300266355
"590",45,"three_seven",264.83601458942
"591",46,"three_seven",269.337017546121
"592",47,"three_seven",265.576271551722
"593",48,"three_seven",272.344529340067
"594",49,"three_seven",269.573761683211
"595",50,"three_seven",268.291639531751
"596",51,"three_seven",265.983244741992
"597",52,"three_seven",269.446530673878
"598",53,"three_seven",268.681339474867
"599",54,"three_seven",271.752117300699
"600",55,"three_seven",268.184238508221
"601",56,"three_seven",265.078045848233
"602",57,"three_seven",270.868103753787
"603",58,"three_seven",269.903532645414
"604",59,"three_seven",270.212229659135
"605",60,"three_seven",272.847987967927
"606",61,"three_seven",269.648568008501
"607",62,"three_seven",268.297195487881
"608",63,"three_seven",267.412515164532
"609",64,"three_seven",267.836213567555
"610",65,"three_seven",272.786544202924
"611",66,"three_seven",267.641500681792
"612",67,"three_seven",265.569994009652
"613",68,"three_seven",269.884258080892
"614",69,"three_seven",267.854341783427
"615",70,"three_seven",267.985874923958
"616",71,"three_seven",269.095518227468
"617",72,"three_seven",269.343534631012
"618",73,"three_seven",268.089864092003
"619",74,"three_seven",268.216933664015
"620",75,"three_seven",271.28866235383
"621",76,"three_seven",268.108619509317
"622",77,"three_seven",267.043046418032
"623",78,"three_seven",270.515153883219
"624",79,"three_seven",266.246744391715
"625",80,"three_seven",271.499517033398
"626",81,"three_seven",270.502101677175
"627",82,"three_seven",273.287059429872
"628",83,"three_seven",265.398400416071
"629",84,"three_seven",271.410772721313
"630",85,"three_seven",275.229111440933
"631",86,"three_seven",267.245340404831
"632",87,"three_seven",269.266220265908
"633",88,"three_seven",267.610228461836
"634",89,"three_seven",269.997044401764
"635",90,"three_seven",274.407580026635
"636",91,"three_seven",270.856442611381
"637",92,"three_seven",268.000169274914
"638",93,"three_seven",271.169237625151
"639",94,"three_seven",274.225127958481
"640",95,"three_seven",264.061986014628
"641",96,"three_seven",272.423134697951
"642",97,"three_seven",267.17875821756
"643",98,"three_seven",269.735520749762
"644",99,"three_seven",264.532657762834
"645",100,"three_seven",269.045752331764
"646",101,"three_seven",270.132949554115
"647",102,"three_seven",265.98807444922
"648",103,"three_seven",273.196104114721
"649",104,"three_seven",267.472557709547
"650",105,"three_seven",267.142611189442
"651",106,"three_seven",269.375571048408
"652",107,"three_seven",268.309058302865
"653",108,"three_seven",271.240756737859
"654",109,"three_seven",275.266288454353
"655",110,"three_seven",264.198484345953
"656",111,"three_seven",265.064947255432
"657",112,"three_seven",266.83043591161
"658",113,"three_seven",269.686538399716
"659",114,"three_seven",267.65077467579
"660",115,"three_seven",272.057809714141
"661",116,"three_seven",265.777131143703
"662",117,"three_seven",270.42632736473
"663",118,"three_seven",264.854702849323
"664",119,"three_seven",269.485497204356
"665",120,"three_seven",266.639567648122
"666",121,"three_seven",269.997460959043
"667",122,"three_seven",273.344335149252
"668",123,"three_seven",269.985577953375
"669",124,"three_seven",271.754810429222
"670",125,"three_seven",264.523672935291
"671",126,"three_seven",270.460913869431
"672",127,"three_seven",269.201468987285
"673",128,"three_seven",267.167443646211
"674",129,"three_seven",268.811319502538
"675",130,"three_seven",272.45695347531
"676",131,"three_seven",270.834500993217
"677",132,"three_seven",263.730503957931
"678",133,"three_seven",268.943301214529
"679",134,"three_seven",273.817144953016
"680",135,"three_seven",269.005495595546
"681",136,"three_seven",271.101604812219
"682",137,"three_seven",266.664205602963
"683",138,"three_seven",272.852039098122
"684",139,"three_seven",268.308888553197
"685",140,"three_seven",273.607452930702
"686",141,"three_seven",264.588144740629
"687",142,"three_seven",264.874201873839
"688",143,"three_seven",266.938408495396
"689",144,"three_seven",268.614866637313
"690",145,"three_seven",269.469388312694
"691",146,"three_seven",273.275302074271
"692",147,"three_seven",265.692419716171
"693",148,"three_seven",270.236716374614
"694",149,"three_seven",273.829139608518
"695",150,"three_seven",268.8583517707
"696",151,"three_seven",270.372090220797
"697",152,"three_seven",266.625500208797
"698",153,"three_seven",266.620796956399
"699",154,"three_seven",274.184416324013
"700",155,"three_seven",267.323425310193
"701",156,"three_seven",269.938893597744
"702",157,"three_seven",269.748125186007
"703",158,"three_seven",269.535287674618
"704",159,"three_seven",273.475451353959
"705",160,"three_seven",267.647708944782
"706",161,"three_seven",266.624689553848
"707",162,"three_seven",270.374948981733
"708",163,"three_seven",263.586247742779
"709",164,"three_seven",267.724101556504
"710",165,"three_seven",271.219102256178
"711",166,"three_seven",267.175766198675
"712",167,"three_seven",268.231846141598
"713",168,"three_seven",268.27500684884
"714",169,"three_seven",275.405038394324
"715",170,"three_seven",271.181196413473
"716",171,"three_seven",267.167455130862
"717",172,"three_seven",266.684555709424
"718",173,"three_seven",267.322416853227
"719",174,"three_seven",269.422148670326
"720",175,"three_seven",264.341179600591
"721",176,"three_seven",269.477394731792
"722",177,"three_seven",276
"723",178,"three_seven",273.576549972623
"724",179,"three_seven",267.603967377649
"725",180,"three_seven",270.291618567355
"726",181,"three_seven",265.270766482344
"727",182,"three_seven",273.502784056196
"728",183,"three_seven",268.713370222852
"729",184,"three_seven",272.150617965509
"730",185,"three_seven",267.760973411306
"731",186,"three_seven",267.796021974433
"732",187,"three_seven",271.191246486935
"733",188,"three_seven",268.754820854465
"734",189,"three_seven",273.230130975197
"735",190,"three_seven",268.107871553389
"736",191,"three_seven",269.539923706006
"737",192,"three_seven",264.803718948525
"738",193,"three_seven",267.852491537267
"739",194,"three_seven",262.064501170205
"740",195,"three_seven",270.473890380357
"741",196,"three_seven",267.030261419533
"742",197,"three_seven",273.112184723738
"743",198,"three_seven",268.90467289822
"744",199,"three_seven",269.508844737718
"745",200,"three_seven",263.863978442774
"746",201,"three_seven",274.163429981714
"747",202,"three_seven",269.901588997857
"748",203,"three_seven",268.571919248275
"749",204,"three_seven",266.441228260115
"750",205,"three_seven",276
"751",206,"three_seven",274.671295612092
"752",207,"three_seven",270.228416638637
"753",208,"three_seven",270.369285686883
"754",209,"three_seven",266.72077761696
"755",210,"three_seven",268.667870195733
"756",211,"three_seven",264.71783495484
"757",212,"three_seven",267.11679620049
"758",213,"three_seven",265.819129419551
"759",214,"three_seven",271.859717581782
"760",215,"three_seven",267.282591502383
"761",216,"three_seven",270.837892105013
"762",217,"three_seven",269.145885647194
"763",218,"three_seven",267.792582695284
"764",219,"three_seven",266.241153459532
"765",220,"three_seven",266.346113685898
"766",221,"three_seven",262.987977502427
"767",222,"three_seven",268.581296241908
"768",223,"three_seven",271.702199214064
"769",224,"three_seven",264.026188554961
"770",225,"three_seven",272.614474778458
"771",226,"three_seven",266.709641723845
"772",227,"three_seven",269.908494740673
"773",228,"three_seven",268.067683774366
"774",229,"three_seven",268.836478578843
"775",230,"three_seven",269.203530372856
"776",231,"three_seven",264.929367866252
"777",232,"three_seven",269.593576553357
"778",233,"three_seven",269.346471632565
"779",234,"three_seven",271.442486357388
"780",235,"three_seven",267.32550688185
"781",236,"three_seven",271.351892117454
"782",237,"three_seven",266.718738287303
"783",238,"three_seven",272.188690980688
"784",239,"three_seven",269.693367983881
"785",240,"three_seven",269.69215339675
"786",241,"three_seven",271.056233718787
"787",242,"three_seven",268.83766520889
"788",243,"three_seven",268.900098243736
"789",244,"three_seven",267.204081902148
"790",245,"three_seven",266.501241512851
"791",246,"three_seven",272.55633121039
"792",247,"three_seven",270.273427434555
"793",248,"three_seven",270.376549889469
"794",249,"three_seven",265.5332755482
"795",250,"three_seven",267.699909864782
"796",251,"three_seven",271.817394318649
"797",252,"three_seven",267.877107971
"798",253,"three_seven",269.733361156685
"799",254,"three_seven",269.367031184297
"800",255,"three_seven",266.321052747101
"801",256,"three_seven",270.524457492106
"802",257,"three_seven",271.808751821207
"803",258,"three_seven",264.178856864707
"804",259,"three_seven",268.952926801068
"805",260,"three_seven",265.146335541745
"806",261,"three_seven",267.49336198848
"807",262,"three_seven",264.15116836759
"808",263,"three_seven",275.101446805012
"809",264,"three_seven",266.397647445487
"810",265,"three_seven",269.569347046216
"811",266,"three_seven",274.996857051423
"812",267,"three_seven",271.866257606421
"813",268,"three_seven",269.275058648662
"814",269,"three_seven",268.818556817688
"815",270,"three_seven",267.411932972898
"816",271,"three_seven",267.829063744817
"817",272,"three_seven",268.210553362184
"818",273,"three_seven",269.547568614972
"819",274,"three_seven",267.725992466357
"820",275,"three_seven",272.577204164115
"821",276,"three_seven",264.904963791337
"822",277,"three_seven",271.583156473517
"823",278,"three_seven",267.373156283972
"824",279,"three_seven",267.822786475161
"825",280,"three_seven",272.863818765861
"826",281,"three_seven",269.474493263964
"827",282,"three_seven",271.375535041874
"828",283,"three_seven",270.562677520683
"829",284,"three_seven",268.693631316101
"830",285,"three_seven",270.419852287078
"831",286,"three_seven",268.735183702812
"832",287,"three_seven",270.645964309269
"833",288,"three_seven",268.812125116133
"834",289,"three_seven",272.278762678094
"835",290,"three_seven",268.152449843365
"836",291,"three_seven",270.69841497295
"837",292,"three_seven",270.650700135209
"838",293,"three_seven",265.658658707242
"839",294,"three_seven",270.413666559172
"840",295,"three_seven",270.254531998029
"841",296,"three_seven",270.746696490129
"842",297,"three_seven",269.0048055388
"843",298,"three_seven",267.264629159665
"844",299,"three_seven",262.837638930346
"845",300,"three_seven",268.115873677564
"846",301,"three_seven",270.394941712325
"847",302,"three_seven",268.017767725797
"848",303,"three_seven",271.757282852842
"849",304,"three_seven",274.375273425146
"850",305,"three_seven",263.487514512605
"851",306,"three_seven",268.048749436496
"852",307,"three_seven",264.160013763709
"853",308,"three_seven",272.814806795085
"854",309,"three_seven",268.097621627515
"855",310,"three_seven",274.477358938826
"856",311,"three_seven",267.507154817817
"857",312,"three_seven",268.948892660108
"858",313,"three_seven",267.218098714294
"859",314,"three_seven",267.321202710033
"860",315,"three_seven",270.445948562012
"861",316,"three_seven",265.370756557372
"862",317,"three_seven",272.798836681132
"863",318,"three_seven",272.218115849063
"864",319,"three_seven",269.341820406863
"865",320,"three_seven",268.561909787288
"866",321,"three_seven",273.919476869194
"867",322,"three_seven",269.587524129181
"868",323,"three_seven",263.919078129118
"869",324,"three_seven",270.133467175193
